node_id,lat,lon,elevation
1302822618,35.5707001,139.5798113,40.7
1302822664,35.5698333,139.5743959,67.1
1302822678,35.57037,139.582627,38.1
1302822844,35.5706375,139.5844144,34.4
1302822872,35.5696,139.5785381,49.1
1302823040,35.5691657,139.5809683,51.7
1302823084,35.5711096,139.5812459,35.9
1302823140,35.570569,139.5815635,38.9
1302823149,35.5710244,139.5864616,29.6
1303149867,35.5671192,139.5824557,34.9
1303149919,35.5678744,139.5804634,38.7
1303149938,35.5656401,139.5840108,30.6
1303149946,35.5678518,139.5729377,42.6
1303149975,35.5683108,139.572997,47.2
1303150040,35.5665484,139.5834922,33.8
1303150220,35.5700187,139.5730235,63.1
1303150361,35.5673048,139.582583,35.3
1303150582,35.5676922,139.5739729,46.1
1303150613,35.5678601,139.5822267,39.8
1303150656,35.5685127,139.5803985,44.4
1303150678,35.567651,139.5784295,46.0
1303150717,35.5674436,139.5865328,40.7
1303150794,35.5672028,139.5790623,47.2
1303150802,35.5645459,139.5819057,33.4
1303150833,35.5659471,139.5822459,34.9
1303150908,35.5670905,139.5809824,38.2
1303150921,35.5642481,139.5821096,29.1
1303150950,35.5687501,139.5730639,52.0
1303151168,35.5663681,139.5837718,33.2
1303151172,35.5703537,139.5734801,66.9
1303151197,35.5678341,139.5800086,40.0
1303151281,35.5649734,139.584934,28.7
1303151285,35.565278,139.5811704,37.9
1303151393,35.5670198,139.5759705,41.5
1303151405,35.5694034,139.5736918,61.1
1303151435,35.5654601,139.5827161,39.0
1303151529,35.5672283,139.5758086,40.1
1303151563,35.5692594,139.5710434,43.3
1303151619,35.5688746,139.5742662,55.5
1303151690,35.5690969,139.5732948,56.2
1303151694,35.5659556,139.5877872,40.3
1303151719,35.5652546,139.5845509,29.9
1303151724,35.569674,139.5740895,64.7
1303151740,35.5685914,139.5840077,48.5
1303151798,35.5672443,139.5800884,42.5
1303151801,35.5670872,139.5752218,37.6
1303151802,35.5644758,139.5813391,35.5
1303151833,35.567646,139.581346,36.3
1303151885,35.5677285,139.5769008,50.9
1303151961,35.5669174,139.5784577,46.5
1303152028,35.5645649,139.580578,33.4
1303152065,35.5650024,139.5826492,42.8
1303152180,35.5652148,139.5829374,40.7
1303152201,35.563839,139.5855117,32.0
1303152231,35.5688115,139.5827345,50.6
1303152303,35.5667342,139.5831649,34.5
1303152385,35.5684216,139.578877,52.2
1303152408,35.5668917,139.5793515,47.9
1303152517,35.56419,139.5812907,35.0
1303152657,35.5675721,139.5729062,42.1
1303152700,35.56854,139.574622,53.3
1303152724,35.5647915,139.5816428,36.2
1303152736,35.5680705,139.575761,47.0
1303152765,35.566129,139.5767203,43.6
1303152777,35.5655592,139.577587,34.9
1303152965,35.5681907,139.5817037,40.9
1303152967,35.567844,139.5761306,47.2
1303153103,35.5676971,139.5788711,45.3
1303243302,35.5613523,139.5851146,37.2
1303243309,35.5537208,139.5752334,22.9
1303243311,35.5558844,139.5716651,23.9
1303243326,35.5616123,139.584854,36.9
1303243330,35.5573918,139.5730298,43.8
1303243337,35.5635293,139.5748488,43.0
1303243353,35.5553039,139.5723695,30.3
1303243388,35.5646216,139.5695186,49.3
1303243391,35.5644124,139.5673842,50.0
1303243402,35.5596386,139.573099,42.1
1303243421,35.5535674,139.5732719,16.7
1303243426,35.558569,139.5716426,45.8
1303243438,35.5607738,139.5821366,34.1
1303243470,35.5620602,139.5856248,34.3
1303243471,35.5634388,139.5775547,40.5
1303243477,35.5624579,139.5845673,35.6
1303243492,35.562769,139.5797469,34.4
1303243513,35.5537657,139.5719375,18.0
1303243541,35.5592186,139.5743522,41.4
1303243558,35.5629371,139.5775181,42.0
1303243568,35.5630874,139.5820573,35.8
1303243582,35.5615028,139.5730349,44.4
1303243610,35.5627314,139.5820825,38.3
1303243623,35.563208,139.5725574,51.3
1303243643,35.5553997,139.5703004,22.8
1303243645,35.5632988,139.5742152,46.9
1303243654,35.5647988,139.5692221,48.9
1303243656,35.5612705,139.5868435,27.3
1303243660,35.5642528,139.573021,56.8
1303243664,35.5659198,139.5704613,55.3
1303243668,35.5573374,139.5740444,43.3
1303243670,35.5560934,139.5703611,24.2
1303243680,35.5593152,139.5793824,25.4
1303243700,35.5573669,139.5735298,43.5
1303243719,35.5635167,139.5821027,34.9
1303243724,35.557526,139.5715446,39.3
1303243746,35.563689,139.5714091,57.2
1303243747,35.5628255,139.5807298,33.6
1303243752,35.5607511,139.5807365,36.8
1303243761,35.5610699,139.582478,35.5
1303243765,35.5571019,139.5725178,42.7
1303243768,35.5544752,139.5747151,26.1
1303243780,35.557001,139.5689397,20.2
1303243821,35.5625719,139.5826649,36.5
1303243857,35.55831,139.570544,39.8
1303243862,35.5562797,139.5740174,39.3
1303243874,35.5588907,139.5825093,23.7
1303243880,35.5635058,139.5728453,53.0
1303243904,35.5614697,139.5865545,27.6
1303243928,35.5619448,139.5780713,40.1
1303243958,35.561903,139.5760071,47.2
1303243998,35.561631,139.583136,36.5
1303244001,35.5634127,139.5798666,35.0
1303244009,35.5617005,139.581655,40.1
1303244036,35.561607,139.581774,40.3
1303244080,35.5651329,139.572342,61.4
1303244084,35.5567603,139.5734969,43.8
1303244135,35.5638718,139.5860522,32.9
1303244149,35.5621655,139.5740003,49.9
1303244151,35.5578638,139.5721859,44.9
1303244168,35.5627633,139.5846749,34.9
1303244179,35.5630653,139.5738093,48.8
1303244181,35.563982,139.5785518,36.9
1303244183,35.5636019,139.5783531,38.7
1303244186,35.5613664,139.5813598,39.2
1303244211,35.5617471,139.5861739,30.3
1303244213,35.5644821,139.5729403,58.1
1303244225,35.5584366,139.5747452,39.5
1303244238,35.56386,139.5777774,37.7
1303244259,35.559697,139.5742843,39.5
1303244265,35.5638306,139.5731605,54.4
1303244266,35.5649206,139.5714749,62.4
1303244269,35.5607921,139.5733065,41.9
1303244285,35.5552534,139.5733809,30.5
1303244310,35.5596101,139.5730463,42.1
1303244324,35.5628834,139.5722407,50.1
1303244343,35.5642543,139.5725062,58.0
1303244370,35.5627601,139.5770285,42.5
1303244391,35.5573812,139.5712575,36.8
1303244394,35.5624953,139.5754314,48.2
1303244396,35.558131,139.5745479,40.0
1303244398,35.5546559,139.5738423,26.9
1303244401,35.5618626,139.5761681,46.6
1303244402,35.5630292,139.5854407,33.2
1303244403,35.5646177,139.5768292,31.6
1303244404,35.5643548,139.5699188,50.3
1303244406,35.5644314,139.5871145,32.2
1303244423,35.5553388,139.5716312,26.6
1303244447,35.5631315,139.575072,46.3
1303244466,35.5564137,139.5729652,39.9
1303244494,35.5630906,139.5798058,34.7
1303244497,35.5547344,139.5723338,28.0
1303244500,35.5592259,139.5738399,43.3
1303244551,35.5585576,139.5734745,44.9
1303244585,35.5587914,139.5714681,45.9
1303244587,35.5622582,139.5723359,49.4
1303244599,35.556351,139.5741628,40.3
1303244612,35.5557263,139.5707086,21.9
1303244623,35.5612591,139.5788763,37.1
1303244649,35.5555355,139.5716406,25.5
1303244654,35.5617824,139.5723961,47.2
1303244668,35.5604774,139.5847981,34.5
1303244678,35.5535619,139.5756858,23.0
1303244683,35.5599333,139.5855452,32.0
1303244705,35.5607183,139.5844621,36.8
1303244710,35.5616331,139.5804791,34.9
1303244716,35.5601296,139.5745526,38.0
1303244738,35.5576355,139.5711462,38.1
1303244792,35.5631585,139.5709228,55.0
1303244820,35.5575772,139.5741905,42.3
1303244833,35.5649466,139.5726587,60.4
1303244867,35.5604804,139.5817933,32.8
1303244900,35.5598902,139.5827021,30.8
1303244915,35.5565751,139.5717823,32.3
1303244918,35.5597531,139.5755709,36.2
1303244919,35.566865,139.5749661,36.7
1303244921,35.564201,139.5779575,35.2
1303244922,35.5620804,139.5726859,46.9
1303244943,35.5584476,139.573274,45.0
1303244958,35.565852,139.5699871,57.1
1303244967,35.5581072,139.5720074,45.2
1303244973,35.5626452,139.5736411,51.6
1303244983,35.5646067,139.5707279,56.5
1303244989,35.5619745,139.5844046,36.7
1303245004,35.5629775,139.5780289,41.9
1303245006,35.5619748,139.5858463,32.9
1303245016,35.5624786,139.58346,32.1
1303245082,35.5542704,139.573821,23.4
1303245099,35.5610174,139.5810422,38.1
1303245107,35.5594595,139.5727585,42.3
1303245121,35.5621854,139.5790475,36.2
1303245173,35.562896,139.5752032,46.5
1303245196,35.5613668,139.5851835,37.2
1303245215,35.5625582,139.5739554,51.8
1303245218,35.5617045,139.576843,44.4
1303245219,35.56635,139.570666,56.5
1303245243,35.564457,139.572191,59.7
1303245251,35.5583011,139.5729922,45.4
1303245263,35.5631635,139.5848027,32.9
1303245267,35.5625232,139.5784482,39.5
1303245275,35.563313,139.5836126,28.3
1303245317,35.5569745,139.5751972,43.7
1303245332,35.5640449,139.5728282,56.0
1303245344,35.559792,139.5724916,42.9
1303245354,35.5581024,139.5707512,38.9
1303245396,35.5578621,139.5743739,40.4
1303245405,35.55747,139.5754412,42.9
1303245431,35.5621588,139.5851553,35.9
1303245434,35.565063,139.570143,52.9
1303245451,35.5553225,139.5720186,28.2
1303245475,35.5611529,139.5855131,35.2
1303245510,35.5621598,139.5786539,37.6
1303245512,35.5612755,139.5804145,37.4
1303245533,35.5576884,139.571855,42.2
1303245549,35.5622694,139.5818927,39.3
1303245572,35.5589123,139.5750507,38.5
1303245638,35.563242,139.5808003,33.8
1303245665,35.5561279,139.5707303,22.6
1303245670,35.5552233,139.573888,29.8
1303245687,35.5590042,139.5718834,45.1
1303245697,35.5617645,139.577582,42.0
1303245698,35.5612935,139.5856809,34.1
1303245715,35.5532358,139.573195,16.2
1303245724,35.5641875,139.5768193,33.8
1303245728,35.5629239,139.5859118,29.8
1303245745,35.5610911,139.5854735,35.2
1303245763,35.5637742,139.5768058,36.7
1303245792,35.5578769,139.5709403,38.5
1303245797,35.5533385,139.5718472,15.1
1303245799,35.5588864,139.5741344,42.3
1303245801,35.5638865,139.5757942,39.9
1303245814,35.5598299,139.5782034,25.6
1303245823,35.5620976,139.5833872,34.1
1303245831,35.556099,139.5715928,23.7
1303245838,35.5599362,139.5736753,41.2
1303245847,35.5637418,139.5666615,44.5
1303245892,35.557229,139.5753143,43.5
1303245898,35.5604847,139.5747532,38.9
1303245928,35.5664143,139.574577,36.8
1303245930,35.5557506,139.5703324,21.9
1303245942,35.5591926,139.5796101,25.5
1303245961,35.5552714,139.5728749,31.5
1303245968,35.5581794,139.5745823,39.8
1303245980,35.5649375,139.5698223,50.6
1303246004,35.5540283,139.5724234,19.0
1303246008,35.5616821,139.577358,42.7
1303246009,35.5624187,139.5729677,48.4
1303246020,35.5630356,139.5875762,29.3
1303246028,35.5629955,139.5741139,49.2
1303246044,35.5624506,139.5869554,29.2
1303246046,35.5640098,139.5695924,50.2
1303246048,35.5624063,139.5806543,33.3
1303246059,35.5633044,139.5755402,44.6
1303246072,35.5621094,139.5796181,33.9
1303246079,35.5637438,139.5693379,49.5
1303246091,35.5628931,139.5835374,30.2
1303246100,35.5626696,139.5819713,38.5
1303246106,35.5597815,139.5733771,41.8
1303246117,35.564416,139.567659,50.9
1303246134,35.5630537,139.5822045,35.8
1303246155,35.5592122,139.5722832,43.8
1303246207,35.5610256,139.5860725,31.6
1303246213,35.5573111,139.5759252,41.9
1303246216,35.5635038,139.5865873,33.2
1303246232,35.5610194,139.5788431,37.3
1303246234,35.5634811,139.5760173,41.7
1303246235,35.5626346,139.5865623,29.4
1303246238,35.5636645,139.5765162,38.6
1303246240,35.5632665,139.5870848,29.5
1303246251,35.5615029,139.5846041,37.0
1303246265,35.562448,139.5796873,34.1
1303246278,35.5651328,139.570619,54.6
1303246290,35.5605111,139.5737373,40.5
1303246306,35.5613637,139.5828205,36.9
1303246335,35.561314,139.581423,39.3
1303246369,35.5617146,139.573215,44.9
1303246397,35.564652,139.5718847,60.9
1303246399,35.5610826,139.5810125,38.4
1303246413,35.5630364,139.5824002,35.1
1303246427,35.5639741,139.5721245,56.5
1303246444,35.5591261,139.5712011,46.1
1303246453,35.5563883,139.573469,40.5
1303246463,35.5620517,139.5783638,38.9
1303246491,35.5601894,139.5851927,32.2
1303246493,35.5559436,139.5752516,43.7
1303307793,35.5553486,139.5852397,18.9
1303307985,35.5566231,139.5840394,20.4
1303309070,35.5570904,139.5837996,20.9
1303309324,35.5562261,139.5842196,19.9
1457663906,35.5705361,139.5737399,68.5
1471065423,35.5690485,139.5853103,41.6
1471065425,35.5688727,139.5855502,42.9
1471065529,35.5696637,139.5811482,47.6
1471065539,35.569161,139.5808767,52.1
1471065594,35.5698386,139.580642,50.9
1471299551,35.5708087,139.586777,29.7
1484203223,35.5531781,139.5680656,14.8
1484203279,35.553898,139.5681875,15.7
1484203297,35.5541347,139.5677981,16.1
1484203310,35.5543619,139.5681458,14.9
1484203328,35.5544856,139.5673587,15.7
1484203354,35.5549293,139.5738662,28.8
1484203358,35.5550032,139.5723508,29.0
1484203372,35.5554195,139.5693318,19.1
1484203377,35.555544,139.5693024,19.1
1484203389,35.5558265,139.5661551,16.5
1484203409,35.5560649,139.5681319,15.2
1484203420,35.5566314,139.5678682,15.4
1484203446,35.5568755,139.5672248,16.7
1484203457,35.5571044,139.5674546,16.9
1484203477,35.5575176,139.5661574,15.6
1484203486,35.557673,139.5680309,19.7
1484203488,35.5577444,139.5663786,15.8
1484203492,35.5578863,139.5677169,19.5
1484203501,35.5580492,139.5674778,19.4
1484203528,35.5583567,139.5669975,19.2
1484203529,35.5583716,139.5680646,24.0
1484203539,35.5584436,139.5678361,22.8
1484203542,35.5585474,139.5675433,21.5
1484203554,35.5587305,139.5681568,27.0
1484203559,35.5588258,139.5662892,19.2
1484203567,35.5588195,139.5677395,25.6
1484203572,35.5590469,139.5658098,19.2
1484203583,35.5592523,139.5664674,20.2
1484203608,35.5595679,139.5660851,21.6
1484203628,35.5599868,139.5664988,23.2
1484203631,35.5600484,139.5662795,23.4
1484203634,35.5601107,139.5665562,23.5
1484203637,35.5601211,139.5669782,28.8
1484203638,35.5601842,139.5674612,31.9
1484203694,35.5608285,139.5675824,35.4
1484203701,35.5609197,139.5686944,49.9
1484203703,35.5608998,139.5664795,28.6
1484203720,35.5610857,139.5661798,30.8
1484203732,35.5611529,139.5683674,50.2
1484203738,35.5612101,139.5663675,32.6
1484203740,35.5613431,139.5666863,33.9
1484203758,35.5614786,139.5670866,41.1
1484203765,35.5616034,139.5665583,34.5
1484203774,35.5620614,139.5692233,49.6
1484203781,35.5620351,139.5665334,41.6
1484203786,35.5623575,139.5695076,49.4
1484203803,35.5626428,139.5697877,49.2
1484203845,35.5632289,139.5663838,44.3
1484203848,35.5634706,139.5663331,43.9
1484203849,35.5635022,139.5667711,44.6
1617305622,35.5533758,139.5760337,23.1
1617305624,35.5534746,139.5768644,22.4
1617305629,35.5544912,139.5767327,26.7
1617305631,35.5540324,139.5771378,27.3
1617305634,35.5538474,139.5770147,27.3
1617305643,35.5549167,139.576603,32.2
1617305645,35.5541329,139.5777169,27.8
1617305649,35.554153,139.5771926,27.3
1617305650,35.5545753,139.5766119,26.7
1617305651,35.5539017,139.5776828,27.9
1617305654,35.5547862,139.5770234,27.9
1617305664,35.5533297,139.5761786,23.1
1617305673,35.5545587,139.5767642,26.9
1617305674,35.5536539,139.5775731,27.8
1695752549,35.5540726,139.5771521,27.3
1695752551,35.5543812,139.5773103,27.3
1695820882,35.5557714,139.5779939,35.2
1695820899,35.5544233,139.5814356,36.3
1695820916,35.5556004,139.5785331,36.2
1695820920,35.5560996,139.5787899,37.0
1695820921,35.5546933,139.5808951,36.3
1695820964,35.5555835,139.5804059,36.9
1695860127,35.5612637,139.5717484,47.4
1695860175,35.5613033,139.5718216,47.6
1704222967,35.5620215,139.5708416,50.5
1704222981,35.5633575,139.5684162,47.0
1704222985,35.5626902,139.5698331,49.2
1704577692,35.5584673,139.5790414,35.0
1704577695,35.5569385,139.5791991,37.8
1704577709,35.557261,139.5797664,35.9
1704577713,35.558047,139.5788437,36.4
1704577717,35.5566704,139.5790738,37.7
1704577721,35.5575865,139.5762704,38.3
1704577736,35.5576283,139.5786392,38.4
1704577737,35.5565932,139.5790331,37.7
1704577740,35.5576784,139.5799729,34.1
1704650171,35.5625061,139.5719426,50.1
1704650185,35.5625223,139.5719168,50.2
1704650216,35.5623059,139.5722603,49.5
1704650244,35.5647913,139.568709,48.5
1704650253,35.5647889,139.5687898,48.7
1704650283,35.5627484,139.5731568,51.6
1704650317,35.5631977,139.5708615,55.0
1704650319,35.5628873,139.5705683,50.8
1728169953,35.5532187,139.5827725,37.6
1728169954,35.553283,139.5812405,37.9
1728169957,35.5533297,139.5839628,36.3
1728169959,35.553369,139.5828694,37.0
1728169962,35.5535397,139.5814119,39.2
1728169963,35.5536906,139.5842585,34.9
1728169965,35.553725,139.5830937,35.6
1728169978,35.5540769,139.5833255,34.1
1728169982,35.5540714,139.5844974,33.6
1728169990,35.5544628,139.5835664,32.5
1728169992,35.5545949,139.5820951,39.4
1728170001,35.5562544,139.5822384,38.9
1728170005,35.5563151,139.5808663,37.7
1728170021,35.5563889,139.5819219,39.1
1728170025,35.5565617,139.5815179,39.4
1728170028,35.5566402,139.580133,38.7
1728170029,35.55672,139.5811334,39.7
1728170034,35.5569147,139.5820373,36.0
1728170039,35.5569821,139.5815586,37.3
1728170050,35.5570741,139.5803459,36.8
1728170058,35.5572265,139.5819626,34.9
1728170059,35.5573123,139.5826116,30.9
1728170064,35.5574579,139.5817525,34.4
1728170066,35.5574865,139.5805563,35.1
1728170070,35.5575329,139.5830421,29.0
1728170074,35.5576468,139.5815788,34.0
1728170088,35.5577539,139.5812455,33.6
1728170089,35.5578529,139.5764172,38.7
1728170092,35.5578871,139.5808327,33.2
1728170096,35.5579323,139.577819,40.3
1728170102,35.5582555,139.5796649,34.3
1728170104,35.5583122,139.576628,39.8
1728170124,35.5584101,139.5823056,29.5
1728170125,35.5584263,139.5815788,30.4
1728170134,35.5584693,139.5797712,34.3
1728170135,35.5588577,139.5792341,34.6
1767473930,35.5626713,139.5758904,47.7
1767473936,35.5626179,139.5759199,47.7
1767473942,35.5649124,139.576823,31.4
1767473943,35.5634542,139.5739231,46.7
1767725819,35.5608527,139.5799746,40.1
1767727210,35.5598653,139.5777974,25.6
1767727211,35.5612599,139.5787854,37.2
1767727214,35.5605216,139.5777555,30.3
1767739950,35.56166,139.5842712,36.8
1767739951,35.5626778,139.5764807,45.0
1767739953,35.5641043,139.5782588,35.3
1767739956,35.5621655,139.5844731,36.4
1767739960,35.562832,139.5769832,42.5
1767739963,35.5625555,139.5838962,32.5
1767739964,35.5616105,139.5835544,36.6
1767739967,35.5627675,139.5764208,45.1
1767739968,35.5592302,139.5814405,27.0
1767739969,35.5628464,139.5839505,31.5
1786152730,35.5593182,139.5753134,38.0
1814571403,35.5539853,139.5872022,24.5
1814571408,35.5536335,139.5868047,25.4
1983118458,35.5608421,139.5757682,48.6
1983118462,35.5617708,139.5740868,52.2
1983118464,35.5608332,139.5775752,41.1
1983118493,35.5609177,139.5756476,48.6
1983118520,35.5606547,139.5766446,48.4
1983118522,35.5609578,139.575441,49.1
1983118538,35.5605214,139.5757548,48.4
1983281218,35.5603579,139.5765088,49.3
1983281252,35.5603022,139.5765769,49.3
1983281278,35.560284,139.5765012,49.9
1984029544,35.5616452,139.5765193,47.9
1984029559,35.5623212,139.5753898,49.2
1984029563,35.5622262,139.5753544,49.1
1984399485,35.5624004,139.5754214,48.6
1984399487,35.5624482,139.5741224,51.8
1984399488,35.5627228,139.573184,51.6
1984399490,35.562324,139.5749289,49.4
1984399491,35.5623579,139.5744699,50.7
2039371183,35.5538282,139.5747381,22.7
2039372133,35.5537913,139.5740632,19.0
2039387112,35.5600907,139.566136,23.8
2134826851,35.555773,139.5678429,15.2
2136811387,35.5569861,139.5714707,35.9
2136811388,35.5567158,139.5708954,31.8
2136811391,35.5568108,139.5698503,27.6
2136811578,35.5563276,139.5700951,25.4
2136813056,35.5566527,139.5706523,29.8
2136813367,35.55544,139.5696211,19.4
2136813369,35.5547586,139.5694724,18.4
2136813373,35.5556923,139.5695639,19.5
2136813766,35.5557679,139.570058,20.8
2136813798,35.5571556,139.5693712,23.1
2136813801,35.5575956,139.5700722,29.5
2136813803,35.5573335,139.569858,26.2
2139628835,35.5538785,139.5695048,15.6
2139630239,35.5539011,139.5675479,15.2
2139634750,35.5533565,139.5697803,14.9
2139634889,35.5532749,139.5703233,14.9
2139637635,35.5532049,139.570863,15.0
2139644691,35.5583363,139.5718258,45.5
2139647408,35.5565871,139.5718715,36.4
2139656835,35.5571707,139.568777,20.1
2139656838,35.5574881,139.5683043,19.8
2139658051,35.5582599,139.5671482,19.3
2139661796,35.5636916,139.5659859,42.8
2139661953,35.5641833,139.5659878,41.2
2139661954,35.5645049,139.5663079,43.1
2139661967,35.5643524,139.566517,44.7
2162438528,35.5614864,139.5784026,39.2
2162438531,35.561565,139.5786253,37.9
2162438532,35.5611365,139.5776589,40.5
2162438533,35.5585642,139.5787731,36.2
2162438536,35.5616328,139.5778747,41.2
2162438537,35.5618324,139.5777638,41.3
2162438538,35.5614511,139.5774833,42.4
2162718497,35.5613895,139.574002,52.0
2163993055,35.5624876,139.5701605,49.8
2187246349,35.5647224,139.5806449,34.5
2187246359,35.5648926,139.5798204,37.0
2187246363,35.5649085,139.5793446,38.2
2187246369,35.5650813,139.5786298,40.0
2187246370,35.5651245,139.5863505,32.1
2187246374,35.5652013,139.5798997,38.5
2187246386,35.5653475,139.5788056,41.9
2187246388,35.5653192,139.5855573,29.1
2187246393,35.5653433,139.586192,30.9
2187246410,35.565512,139.5799931,39.7
2187246414,35.5655282,139.5807597,37.6
2187246427,35.5655288,139.5794616,41.0
2187246432,35.5656225,139.5789759,43.7
2187246433,35.5656234,139.5876158,39.0
2187246441,35.5656596,139.5873512,38.0
2187246449,35.565712,139.586968,35.8
2187246451,35.5657721,139.5772812,37.5
2187246455,35.5657639,139.5865888,33.5
2187246459,35.565819,139.5861864,32.0
2187246461,35.5658426,139.5783348,40.5
2187246468,35.5659119,139.5774034,42.6
2187246474,35.5659578,139.5876826,40.3
2187246479,35.5659823,139.5779925,39.1
2187246502,35.5661421,139.5776337,41.9
2187246507,35.5661695,139.5807715,35.9
2187246510,35.566168,139.5862587,33.9
2187246515,35.5661792,139.5813283,35.6
2187246519,35.5661983,139.5820119,35.1
2187246549,35.5663554,139.57559,34.8
2187246557,35.5663699,139.5817577,35.3
2187246561,35.5663824,139.587784,42.8
2187246578,35.5664062,139.5795861,42.4
2187246590,35.5664688,139.5807712,37.4
2187246598,35.5665031,139.578892,46.9
2187246602,35.5665731,139.5762921,45.4
2187246614,35.5665948,139.5807744,37.6
2187246616,35.5665927,139.5851992,38.2
2187246619,35.5665967,139.5863553,36.6
2187246625,35.5666211,139.5746906,36.5
2187246627,35.5666141,139.5820085,35.6
2187246641,35.566693,139.5771075,49.8
2187246654,35.5667163,139.5766454,48.4
2187246658,35.5667069,139.5855319,38.5
2187246661,35.5667287,139.5780269,46.2
2187246669,35.5667248,139.5843584,37.5
2187246674,35.5668075,139.5748954,36.5
2187246677,35.5667912,139.5807984,37.8
2187246679,35.5667886,139.5850563,39.2
2187246691,35.5668332,139.5841865,38.3
2187246695,35.5668598,139.5774351,48.9
2187246705,35.5668534,139.5769753,51.1
